Código Proyecto,Foco Apoyo,Tipo Intervención,Instrumento,Instrumento Homologado,Estado Data,Tipo Persona,Rut Beneficiario,Beneficiario,Título,Objetivo,Año Adjudicación,Financiamiento Innova,Aprobado Privado,Aprobado Privado Pecuniario,Monto Certificado Ley,Tipo Innovación,Mercado Objetivo,Criterio Mujer,Género,Sostenible,ODS principal,Meta principal,Economía Circular,Modelo de Circularidad,Región,Tramo Ventas,Inicio Actividad Económica,Sector Económico,Patron principal asociado,Tipo proyecto,R principal,Estrategia R Principal,Ley REP,Ley REP (Sí/No),ERNC,Tendencia Final
16PDT2-66738,Entorno para la innovación,Subsidio,Programas De Difusión Tecnológica,Programas de difusión y prospección tecnológica,FINALIZADO,Persona Jurídica constituida en Chile,82475900-6,ASOCIACION DE EXPORTADORES DE FRUTAS DE CHILE A.G.,pdt: inocuidad alimentaria y vigilancia temprana de plagas para el arándano de exportación de la zona sur de chile.,"posicionar los arándanos frescos de exportación de la zona sur de chile como un alimento confiable en el mercado de destino, a través de la difusión de conocimientos y técnicas para el cumplimiento de la nueva ley de modernización de la inocuidad de los alimentos de estados unidos (food safety modernization act, fsma) y difusión de técnicas de vigilancia temprana para prevenir potenciales plagas, que permita continuar posicionando la imagen país en los distintos mercados y mantener ventajas competitivas.",2016,$80.742.048,$39.893.064,$35.893.064,,Servicio,Agrícola (excepto cultivo de uvas),No,Masculino,No,,,,,Región de los Lagos,Mediana,1993-01-01,Agrícola (excepto vitivinícola),,,,,No,,,Sin tendencia
16PDT-58806,Entorno para la innovación,Subsidio,Programas De Difusión Tecnológica (V).,Programas de difusión y prospección tecnológica,FINALIZADO,Persona Natural,Persona Natural,Persona Natural,programa difusion tecnologica corecpla araucania 2016,"mejorar el acceso al conocimiento, tecnologías y mejores prácticas “ prospectadas” para un conjunto de empresas , de preferencia pymes, a través de actividades de difusión y transferencia tecnológica que aporten valor al desempeño productivo y a la competitividad de las empresas",2016,$44.809.167,$22.269.000,$17.969.000,,Servicio,Agrícola (excepto cultivo de uvas),No,Masculino,No,,,,,Región de La Araucanía,Sin ventas,,,,,,,No,,,Sin tendencia
16PAER-69553,Entorno para la innovación,Subsidio,Programa De Apoyo Al Entorno Para El  Emprendimien,Apoyo al entorno del emprendimiento,FINALIZADO,Persona Jurídica constituida en Chile,81290800-6,COMPAÑÍA AGROPECUARIA COPEVAL S.A.,emprende patagonia verde - macrozona sur,"incentivar y generar capacidades para el emprendimiento turístico en estudiantes del territorio patagonia verde, mediante el desarrollo y/o fortalecimiento de capacidades específicas vinculadas a una actitud emprendedora exitosa a través de la implementación de procesos de transferencia metodológica y acompañamiento experto.",2016,$57.457.194,$17.056.001,$17.056.001,,Servicio,Multisectorial,No,Femenino,No,,,,,Región de los Lagos,Grande,1993-01-01,Comercio y retail,,,,,No,,,Sin tendencia
16PAER-69552,Entorno para la innovación,Subsidio,Programa De Apoyo Al Entorno Para El  Emprendimien,Apoyo al entorno del emprendimiento,FINALIZADO,Persona Jurídica constituida en Chile,81290800-6,COMPAÑÍA AGROPECUARIA COPEVAL S.A.,emprende patagonia verde - macrozona norte,"incentivar y generar capacidades para el emprendimiento turístico en estudiantes del territorio patagonia verde, mediante el desarrollo y/o fortalecimiento de capacidades específicas vinculadas a una actitud emprendedora exitosa a través de la implementación de procesos de transferencia metodológica y acompañamiento experto.",2016,$55.071.920,$15.261.880,$15.261.880,,Servicio,Educación y servicios conexos,No,Femenino,No,,,,,Región de los Lagos,Grande,1993-01-01,Comercio y retail,,,,,No,,,Sin tendencia
16PAER-66408,Entorno para la innovación,Subsidio,Programa De Apoyo Al Entorno Para El  Emprendimien,Apoyo al entorno del emprendimiento,FINALIZADO,Persona Jurídica constituida en Chile,76122243-0,GESTORES ESTRATEGICOS LIMITADA,tv emprende,"fortalecer el entorno emprendedor e innovador de la provincia de concepción, mediante un programa de comunicación basado en medios como la televisión y redes sociales de forma tal que sea una herramienta innovadora, masiva y de fácil acceso para emprendedores y microempresarios, entregando conocimiento, redes y alianzas asociado a procesos de capacitación  que permitan desarrollar estrategias para el emprendimiento y la competitividad regional.",2016,$48.000.000,$12.000.000,$12.000.000,,Servicio,Industria creativa y esparcimiento,No,Masculino,Sí,ODS8,8.3,No,,Región del Biobío,Pequeña,2010-11-22,Banca y sector financiero,,Innovación Social,,,No,,,Sin tendencia
16PAER-62190,Entorno para la innovación,Subsidio,Programa De Apoyo Al Entorno Para El  Emprendimien,Apoyo al entorno del emprendimiento,FINALIZADO,Persona Jurídica constituida en Chile,76072857-8,INVERCINE PRODUCCIONES LIMITADA,ideas desde el sur,"generar capacidades de emprendimiento e innovación, enfocado al desarrollo de contenido de televisión, en un grupo de personas creativas, desarrollando una red de vinculación entre los emprendedores y el mercado, a través del empaquetamiento de productos y la definición de un modelo de negocio sostenible.",2016,$50.080.000,$12.750.000,$12.750.000,,Servicio,Industria creativa y esparcimiento,No,Femenino,Sí,ODS8,8.3,No,,Región del Biobío,Microempresa,2009-10-06,Banca y sector financiero,,Innovación Social,,,No,,,Sin tendencia
16PAER-57762,Entorno para la innovación,Subsidio,Programa De Apoyo Al Entorno Para El  Emprendimien,Apoyo al entorno del emprendimiento,FINALIZADO,Persona Jurídica constituida en Chile,76182278-0,EMPREDIEM SPA,programa para el desarrollo de experiencias turísticas con alumnos de terceros medios de colegios técnicos profesionales vinculados al turismo y su potenciamiento de habilidades socio-emocionales,"objetivo general potenciar la capacidad de los alumnos para el desarrollo de productos turísticos vinculados con el entorno a través de herramientas de emprendimiento e innovación, y la práctica de sus habilidades socio-emocionales.  objetivos específicos i.        capacitar a los alumnos de último año de la carrera de turismo en materia de emprendimiento e innovación. ii.      potenciar y desarrollar habilidades socio-emocionales a los alumnos de 3er año de los liceos técnicos profesionales con especialidades relacionadas al rubro del turismo iii.    formar a los profesores como formadores  en materia de emprendimiento e innovación. iv.  involucrar entre sí el ecosistema de turismo y generar redes para el desarrollo de la propuesta turística de la zona. v.   sensibilizar a la zona turística y sus actores más relevantes en la importancia de emprender, innovar y la generación de redes.",2016,$42.580.000,$11.877.400,$11.877.400,,Servicio,Multisectorial,No,Masculino,No,,,,,Región de La Araucanía,Pequeña,2011-12-21,Comercio y retail,,,,,No,,,Sin tendencia
16L1FPE-68238,Desarrolla innovación,Subsidio,Innovación En Productos Y Procesos (Prototipo),Prototipos de innovación,FINALIZADO,Persona Jurídica constituida en Chile,76336842-4,COMPATIBLE S.A.,"prototipo de una vivienda rural en base a innovaciones al sistema constructivo modarq: solución dirigida a beneficiarios del subsidio de habitabilidad rural (ds. 10, 2015)",desarrollar un sistema constructivo y un prototipo en base a madera nacional que permita construir soluciones de vivienda industrializada sustentables en zonas rurales en chile. dichas soluciones tienen como objetivo responder a la demanda de viviendas con subsidio del estado del recientemente aprobado programa de habitabilidad rural (ds n°10 2015).  el proyecto busca otorgar una solución real dentro del rango de precios determinado por el subsidio y sus complementos a un total de 787 familias.,2016,$60.000.000,$25.714.286,$25.714.286,,Producto,Construcción,No,Masculino,Sí,ODS9,9.1,No,,Región del Biobío,Pequeña,2013-11-18,Comercio y retail,,Innovación Social,,,No,,,Sin tendencia
16L1FPE-65070,Desarrolla innovación,Subsidio,Innovación En Productos Y Procesos (Prototipo),Prototipos de innovación,FINALIZADO,Persona Jurídica constituida en Chile,78957810-9,LABORATORIO DE DIAGNOSTICO GAM S.A.,desarrollo de una técnica cuantitativa y no letal para la detección del estado de desarrollo gonadal de hembras de salmónidos.,"desarrollar una técnica no letal, basada en pcr-rt, que permita identificar el estadio de desarrollo gonadal en hembras de salmónidos.",2016,$35.020.000,$17.493.273,$10.000.000,,Servicio,Pesca y acuicultura,No,Femenino,No,,,,,Región de los Lagos,Mediana,1997-02-13,Servicios empresariales administrativos y de apoyo,,,,,No,,,Sin tendencia
16L1FPE-65064,Desarrolla innovación,Subsidio,Innovación En Productos Y Procesos (Prototipo),Prototipos de innovación,FINALIZADO,Persona Jurídica constituida en Chile,76287664-7,COMERCIAL & SERVICIOS AR & HI LIMITADA,"desarrollo de una pintura termoaislante de bajo costo a base de nanoestructuras inorgánicas para el recubrimiento interior y exterior de viviendas, favoreciendo su eficiencia energética","desarrollar una pintura termoaislante a base de nanoestructuras inorgánicas de bajo costo para recubrimiento interior y exterior de viviendas, con el fin de aumentar la eficiencia energética de estas.",2016,$53.759.360,$25.159.200,$14.445.600,,Producto,Comercio y retail,No,Masculino,No,,,,,Región del Biobío,Pequeña,2013-05-30,Comercio y retail,,,,,No,,,Sin tendencia
16L1FPE-65002,Desarrolla innovación,Subsidio,Innovación En Productos Y Procesos (Prototipo),Prototipos de innovación,FINALIZADO,Persona Jurídica constituida en Chile,76063153-1,REPRESENTACION Y COMERCIALIZACIÓN SUR SOLUTIONS LIMITADA,desarrollo e implementación de sistema semiautomático controlado para la aplicación de peróxido de hidrógeno en balsas jaulas para mejorar el tratamiento y control de caligidiosis y amebiasis.,desarrollar e implementar un sistema prototipo semiautomático controlado de aplicación de peróxido de hidrógeno desde contenedores tipo ibc a balsas jaulas que mejore los resultados sanitarios en los centros de cultivo de salmón.,2016,$57.201.571,$30.086.400,$23.491.200,,Servicio,Pesca y acuicultura,No,Masculino,No,,,,,Región de los Lagos,Microempresa,2009-07-17,Comercio y retail,,,,,No,,,Sin tendencia
16L1FPE-64986,Desarrolla innovación,Subsidio,Innovación En Productos Y Procesos (Prototipo),Prototipos de innovación,FINALIZADO,Persona Jurídica constituida en Chile,76162834-8,SOCIEDAD COMERCIAL ACN LIMITADA,sistema robótico de limpieza e inspección de redes para la acuicultura con retención de sólidos y sanitización de aguas,desarrollar un sistema robótico de limpieza in situ de redes para la acuicultura de mínimo impacto ambiental,2016,$45.080.000,$31.544.700,$24.937.500,,Producto,Pesca y acuicultura,No,Masculino,Sí,ODS8,8.2,No,,Región de los Lagos,Mediana,2011-08-25,Otras industrias manufactureras,,Producción Sostenible,,,No,,,Sin tendencia
16ITE2-66500,Desarrolla innovación,Subsidio,Línea 2: Validación Y Empaquetamiento De Innovaciones (Vein),Validación y empaquetamiento de innovaciones,FINALIZADO,Persona Jurídica constituida en Chile,78085070-1,OLIVER Y BURGOS LIMITADA,"filtros de gases de combustión para el uso en estufas, hornos y cocinas que utilizan biomasa como combustible.","el objetivo general de este proyecto es validar y empaquetar comercialmente un prototipo industrial, técnicamente eficiente, de purificación de gases provenientes de la combustión de biomasa que permite capturar en forma eficiente el material particulado del gas liberado a la atmósfera desde los dispositivos de calefacción.",2016,$44.713.700,$29.912.650,$21.906.750,,Producto,Comercio y retail,No,Masculino,Sí,ODS12,12.4,Sí,Recuperación de Recursos,Región del Biobío,Mediana,1993-01-01,Minería y metalurgia extractiva,Ecodiseño,Economía Circular,R1 Repensar,Uso y fabricación de productos más inteligentes,No,,Biocombustible,Sin tendencia
16ITE2-66441,Desarrolla innovación,Subsidio,Línea 2: Validación Y Empaquetamiento De Innovaciones (Vein),Validación y empaquetamiento de innovaciones,FINALIZADO,Persona Jurídica constituida en Chile,76154123-4,SOCIEDAD LEICHTLE Y BEST LTDA (LB-TRACK LTDA),"integración de módulos, automatización de procesos y optimización de analítica de la plataforma sada","el objetivo de esta propuesta es elevar sustancialmente la productividad, cobertura y oportunidad de respuesta de los servicios de lb-track, mediante la integración de la información generada por los diferentes módulos de sada, automatización de los procesos de datos geo-espaciales y optimización de la analítica sobre una ""big data"", todo esto para poder sustentar el crecimiento de la empresa tanto a nivel nacional como internacional.",2016,$74.371.300,$44.762.616,$27.102.000,,Proceso,Alimentos (excepto producción de vino y derivados),No,Masculino,Sí,ODS2,2.4,No,,Región del Biobío,Pequeña,2011-07-06,Comercio y retail,,Producción Sostenible,,,No,,,Sin tendencia
16ITE2-66099,Desarrolla innovación,Subsidio,Línea 2: Validación Y Empaquetamiento De Innovaciones (Vein),Validación y empaquetamiento de innovaciones,FINALIZADO,Persona Jurídica constituida en Chile,76329793-4,VACUCH SPA,empaquetamiento tecnológico de una pezonera antibacteriana con cobre para minimizar la incidencia de mastitis y neoinfecciones bacterianas para la industria lechera.,"desarrollar el empaquetamiento tecnológico, productivo y comercial para un nuevo material de goma antibacteriano en base a cobre con el cual se confeccionan pezoneras de caucho, alfombras de goma y camas para vaca con esta condición, permitiendo cuantificar la capacidad antibacteriana de esta con el fin de evaluar cuánta mastitis se mitiga al hacer uso de estos productos y estructurar el escalamiento productivo para una producción a gran escala a los mercados de destino.",2016,$74.900.000,$41.400.000,$41.400.000,,Producto,Ganadero,No,Masculino,No,,,,,Región de Los Ríos,Sin ventas,2014-02-24,Comercio y retail,,,,,No,,,Sin tendencia
16ITE2-63863,Desarrolla innovación,Subsidio,Línea 2: Validación Y Empaquetamiento De Innovaciones (Vein),Validación y empaquetamiento de innovaciones,FINALIZADO,Persona Jurídica constituida en Chile,76162834-8,SOCIEDAD COMERCIAL ACN LIMITADA,barcaza multiproposito para la industria del sur de chile,"validar el prototipo a mínima escala obtenido como resultado del proyecto corfo 15-pire-48384, mediante su escalamiento a tamaño real, realizando las actividades necesarias de ajustes de funcionalidad de este, validación productiva ante clientes interesados en la embarcación. también se busca mejorar las capacidades de la empresa, al incorporar el uso de tecnologías en el proceso constructivo del producto a construir.",2016,$127.323.000,$80.437.600,$48.177.600,,Producto,Logística y Transporte,No,Masculino,No,,,,,Región de Los Ríos,Mediana,2011-08-25,Otras industrias manufactureras,,,,,No,,,Sin tendencia
16ITE2-62182,Desarrolla innovación,Subsidio,Línea 2: Validación Y Empaquetamiento De Innovaciones (Vein),Validación y empaquetamiento de innovaciones,FINALIZADO,Persona Jurídica constituida en Chile,76193480-5,ECOFOR SERVICIOS TECNOLÓGICOS LIMITADA,plataforma de control de producción.,"el objetivo principal de este proyecto es validar y empaquetar una plataforma que permita la trazabilidad y seguimiento de lotes o paquetes en una línea de producción o cadena logística, aminorando al máximo las brechas técnicas y costos estructurales existente en la actualidad, entregando información confiable y oportunamente.esto permite a las empresas enfocar sus esfuerzos en hacer la gestión de optimización de sus procesos, cumplimiento de sus pedidos y gestionar su abastecimiento.",2016,$58.113.540,$25.522.800,$13.524.200,,Servicio,Logística y Transporte,No,Masculino,Sí,ODS9,9.5,Sí,Servitización,Región del Biobío,Pequeña,2004-11-02,Comercio y retail,Recursos Inteligentes,Economía Circular,R2 Reducir,Uso y fabricación de productos más inteligentes,No,,,Sin tendencia
